R -18.25781 0.0000 -541.900098521
TSS1 0.0000 0.0000 -541.746275141
TSS2 2.90879 0.0000 -541.781492126
P1 3.43230 -24.0894 -541.915657136
P2 3.43230 26.34809 -541.921455377
