Traj1 P2 R
Traj10 P2 R
Traj11 P2 R
Traj12 P2 R
Traj13 P1 R
Traj14 P1 R
Traj15 P1 R
Traj16 P1 R
Traj17 P2 R
Traj18 P2 R
Traj19 P1 R
Traj2 P1 R
Traj20 P2 R
Traj21 P1 R
Traj22 P1 R
Traj23 P1 R
Traj24 P1 R
Traj25 P1 R
Traj26 P2 R
Traj27 P2 R
Traj28 P1 R
Traj29 P2 R
Traj3 P2 R
Traj30 P1 R
Traj31 P1 R
Traj32 P2 R
Traj33 P1 R
Traj34 P1 R
Traj35 P2 none
Traj36 P2 R
Traj37 P2 R
Traj38 P2 R
Traj39 P1 R
Traj4 P2 R
Traj40 P2 R
Traj41 P1 R
Traj42 P1 none
Traj43 P2 R
Traj44 P1 R
Traj45 P1 R
Traj46 P2 R
Traj47 P2 R
Traj48 P1 R
Traj49 P2 R
Traj5 P1 R
Traj50 P2 R
Traj51 P2 R
Traj52 P1 R
Traj53 P1 R
Traj54 P1 R
Traj55 P1 R
Traj56 P2 R
Traj57 P2 R
Traj58 P2 R
Traj6 P1 R
Traj7 P2 R
Traj8 P1 R
Traj9 P2 R
