rot.Traj1 P2 R
rot.Traj10 P2 R
rot.Traj11 P2 R
rot.Traj12 P2 R
rot.Traj13 P1 R
rot.Traj14 P1 R
rot.Traj15 P1 R
rot.Traj16 P1 R
rot.Traj17 P2 R
rot.Traj18 P2 R
rot.Traj19 P1 R
rot.Traj2 P1 R
rot.Traj20 P2 R
rot.Traj21 P1 R
rot.Traj22 P1 R
rot.Traj23 P1 R
rot.Traj24 P1 R
rot.Traj25 P1 R
rot.Traj26 P2 R
rot.Traj27 P2 R
rot.Traj28 P1 R
rot.Traj29 P2 R
rot.Traj3 P2 R
rot.Traj30 P1 R
rot.Traj31 P1 R
rot.Traj32 P2 R
rot.Traj33 P1 R
rot.Traj34 P1 R
rot.Traj35 P2 none
rot.Traj36 P2 R
rot.Traj37 P2 R
rot.Traj38 P2 R
rot.Traj39 P1 R
rot.Traj4 P2 R
rot.Traj40 P2 R
rot.Traj41 P1 R
rot.Traj42 P1 none
rot.Traj43 P2 R
rot.Traj44 P1 R
rot.Traj45 P1 R
rot.Traj46 P2 R
rot.Traj47 P2 R
rot.Traj48 P1 R
rot.Traj49 P2 R
rot.Traj5 P1 R
rot.Traj50 P2 R
rot.Traj51 P2 R
rot.Traj52 P1 R
rot.Traj53 P1 R
rot.Traj54 P1 R
rot.Traj55 P1 R
rot.Traj56 P2 R
rot.Traj57 P2 R
rot.Traj58 P2 R
rot.Traj6 P1 R
rot.Traj7 P2 R
rot.Traj8 P1 R
rot.Traj9 P2 R
