R -1.89429 0.0000 -114.74029867
TSS1 0.0000 0.0000 -114.67884116
TSS2 1.83963 0.0000 -114.73975997
P1 1.83963 -1.7049 -114.74660728
P2 1.83963 1.70480 -114.74660720
