-1.89429 -1.7049 -114.64146881
-1.89429 -1.70481 -114.64146881
-1.89429 -1.65383 -114.64612948
-1.89429 -1.60238 -114.65160039
-1.89429 -1.55075 -114.65715699
-1.89429 -1.49908 -114.66260129
-1.89429 -1.44739 -114.66788094
-1.89429 -1.3957 -114.67298327
-1.89429 -1.344 -114.67790518
-1.89429 -1.29231 -114.68264557
-1.89429 -1.24061 -114.68720421
-1.89429 -1.18892 -114.69158083
-1.89429 -1.13722 -114.69577490
-1.89429 -1.08553 -114.69978553
-1.89429 -1.03383 -114.70361204
-1.89429 -0.98214 -114.70725339
-1.89429 -0.93044 -114.71070826
-1.89429 -0.87875 -114.71397585
-1.89429 -0.82706 -114.71705493
-1.89429 -0.77536 -114.71994491
-1.89429 -0.72367 -114.72264456
-1.89429 -0.67197 -114.72515349
-1.89429 -0.62028 -114.72747096
-1.89429 -0.56859 -114.72959670
-1.89429 -0.51689 -114.73153035
-1.89429 -0.4652 -114.73327267
-1.89429 -0.41351 -114.73482159
-1.89429 -0.31012 -114.73734169
-1.89429 -0.25843 -114.73831260
-1.89429 0.0000 -114.74029867
-1.89429 0.25842 -114.73831300
-1.89429 0.31011 -114.73734213
-1.89429 0.41349 -114.73482222
-1.89429 0.46519 -114.73327336
-1.89429 0.51688 -114.73153115
-1.89429 0.56857 -114.72959756
-1.89429 0.62027 -114.72747200
-1.89429 0.67196 -114.72515449
-1.89429 0.72365 -114.72264573
-1.89429 0.77535 -114.71994602
-1.89429 0.82704 -114.71705627
-1.89429 0.87874 -114.71397723
-1.89429 0.93043 -114.71070985
-1.89429 0.98213 -114.70725498
-1.89429 1.03382 -114.70361389
-1.89429 1.08551 -114.69978753
-1.89429 1.13721 -114.69577693
-1.89429 1.18890 -114.69158308
-1.89429 1.24060 -114.68720655
-1.89429 1.29229 -114.68264801
-1.89429 1.34399 -114.67790787
-1.89429 1.39568 -114.67298641
-1.89429 1.44738 -114.66788410
-1.89429 1.49906 -114.66260422
-1.89429 1.55074 -114.65716015
-1.89429 1.60236 -114.65160386
-1.89429 1.65382 -114.64613248
-1.89429 1.70480 -114.64147069
-1.89429 1.70480 -114.64147069
-1.57859 -1.7049 -114.64099971
-1.57859 -1.70481 -114.64099971
-1.57859 -1.65383 -114.64536021
-1.57859 -1.60238 -114.65060725
-1.57859 -1.55075 -114.65600105
-1.57859 -1.49908 -114.66132198
-1.57859 -1.44739 -114.66650406
-1.57859 -1.3957 -114.67152558
-1.57859 -1.344 -114.67637777
-1.57859 -1.29231 -114.68105609
-1.57859 -1.24061 -114.68555757
-1.57859 -1.18892 -114.68988069
-1.57859 -1.13722 -114.69402387
-1.57859 -1.08553 -114.69798572
-1.57859 -1.03383 -114.70176523
-1.57859 -0.98214 -114.70536125
-1.57859 -0.93044 -114.70877279
-1.57859 -0.87875 -114.71199912
-1.57859 -0.82706 -114.71503930
-1.57859 -0.77536 -114.71789281
-1.57859 -0.72367 -114.72055925
-1.57859 -0.67197 -114.72303822
-1.57859 -0.62028 -114.72532927
-1.57859 -0.56859 -114.72743235
-1.57859 -0.51689 -114.72934721
-1.57859 -0.4652 -114.73107397
-1.57859 -0.41351 -114.73261252
-1.57859 -0.31012 -114.73512615
-1.57859 -0.25843 -114.73610143
-1.57859 0.0000 -114.73816742
-1.57859 0.25842 -114.73610184
-1.57859 0.31011 -114.73512655
-1.57859 0.41349 -114.73261306
-1.57859 0.46519 -114.73107456
-1.57859 0.51688 -114.72934789
-1.57859 0.56857 -114.72743307
-1.57859 0.62027 -114.72533015
-1.57859 0.67196 -114.72303906
-1.57859 0.72365 -114.72056022
-1.57859 0.77535 -114.71789377
-1.57859 0.82704 -114.71504050
-1.57859 0.87874 -114.71200032
-1.57859 0.93043 -114.70877422
-1.57859 0.98213 -114.70536273
-1.57859 1.03382 -114.70176691
-1.57859 1.08551 -114.69798757
-1.57859 1.13721 -114.69402578
-1.57859 1.18890 -114.68988283
-1.57859 1.24060 -114.68555980
-1.57859 1.29229 -114.68105845
-1.57859 1.34399 -114.67638035
-1.57859 1.39568 -114.67152863
-1.57859 1.44738 -114.66650719
-1.57859 1.49906 -114.66132488
-1.57859 1.55074 -114.65600422
-1.57859 1.60236 -114.65061070
-1.57859 1.65382 -114.64536320
-1.57859 1.70480 -114.64100158
-1.57859 1.70480 -114.64100158
-1.52597 -1.7049 -114.64054263
-1.52597 -1.70481 -114.64054263
-1.52597 -1.65383 -114.64485662
-1.52597 -1.60238 -114.65006624
-1.52597 -1.55075 -114.65543164
-1.52597 -1.49908 -114.66073074
-1.52597 -1.44739 -114.66589563
-1.52597 -1.3957 -114.67090328
-1.52597 -1.344 -114.67574397
-1.52597 -1.29231 -114.68041249
-1.52597 -1.24061 -114.68490554
-1.52597 -1.18892 -114.68922096
-1.52597 -1.13722 -114.69335717
