TS1_F	134 -0.15768 -442.511931 0.00000
TS1_R	123 0.00000 -442.511931 -0.15177
TS2_F	335 0.00000 -442.547255 -0.12456
TS2_R	343 -0.13329 -442.547255 0.00000
