-16.56832 -22.6021 -779.246238718
-16.56832 -12.1629 -779.327255343
-16.56832 -11.0003 -779.355545451
-16.56832 -10.267 -779.373308317
-16.56832 -9.82695 -779.385217602
-16.56832 -9.24031 -779.405399542
-16.56832 -8.947 -779.418101363
-16.56832 -8.50701 -779.439643167
-16.56832 -8.21366 -779.454794881
-16.56832 -7.9203 -779.470055342
-16.56832 -7.62694 -779.485174064
-16.56832 -7.48026 -779.492635089
-16.56832 -7.18691 -779.507300139
-16.56832 -6.89355 -779.521577128
-16.56832 -6.60019 -779.535428196
-16.56832 -6.30684 -779.548826765
-16.56832 -6.16016 -779.555350819
-16.56832 -5.8668 -779.568044461
-16.56832 -5.57345 -779.580264074
-16.56832 -5.28009 -779.592015925
-16.56832 -4.84006 -779.608782906
-16.56832 -4.54671 -779.619398069
-16.56832 -4.25335 -779.629567001
-16.56832 -3.81332 -779.643971819
-16.56832 -3.37329 -779.657313136
-16.56832 -2.93327 -779.669540754
-16.56832 -2.49326 -779.680664108
-16.56832 -1.90661 -779.693868398
-16.56832 -1.17331 -779.707019015
-16.56832 0.0000 -779.715493621
-16.56832 1.31995 -779.705730520
-16.56832 1.90663 -779.696372821
-16.56832 2.34665 -779.688017189
-16.56832 2.78668 -779.678873475
-16.56832 3.08003 -779.672461139
-16.56832 3.52007 -779.662421989
-16.56832 3.81342 -779.655390120
-16.56832 4.10678 -779.647964662
-16.56832 4.40013 -779.639977171
-16.56832 4.54681 -779.635705764
-16.56832 4.84017 -779.626450120
-16.56832 5.13352 -779.616015497
-16.56832 5.42688 -779.604118672
-16.56832 5.57356 -779.597537869
-16.56832 5.86692 -779.582976475
-16.56832 6.16028 -779.566458402
-16.56832 6.45363 -779.548059715
-16.56832 6.74698 -779.528186837
-16.56832 7.04032 -779.507722935
-16.56832 7.33364 -779.488020130
-16.56832 7.77361 -779.462482825
-16.56832 8.36027 -779.435434745
-16.56832 9.09364 -779.405320570
-16.56832 10.12034 -779.365150104
-16.56832 11.72676 -779.314430798
-16.56832 14.33837 -779.271647373
-16.56832 21.68842 -779.077517261
-16.56832 25.31163 -778.955454974
-16.56832 34.81091 -778.739841811
-12.36829 -22.6021 -779.181398336
-12.36829 -12.1629 -779.291032073
-12.36829 -11.0003 -779.317465260
-12.36829 -10.267 -779.332849362
-12.36829 -9.82695 -779.342912546
-12.36829 -9.24031 -779.359730671
-12.36829 -8.947 -779.370369778
-12.36829 -8.50701 -779.389054804
-12.36829 -8.21366 -779.402969223
-12.36829 -7.9203 -779.417819404
-12.36829 -7.62694 -779.433484557
-12.36829 -7.48026 -779.441593636
-12.36829 -7.18691 -779.458292957
-12.36829 -6.89355 -779.475526245
-12.36829 -6.60019 -779.493124869
-12.36829 -6.30684 -779.510877759
-12.36829 -6.16016 -779.519738432
-12.36829 -5.8668 -779.537279402
-12.36829 -5.57345 -779.554378839
-12.36829 -5.28009 -779.570820804
-12.36829 -4.84006 -779.593864462
-12.36829 -4.54671 -779.607959635
-12.36829 -4.25335 -779.620954666
-12.36829 -3.81332 -779.638357499
-12.36829 -3.37329 -779.653382546
-12.36829 -2.93327 -779.666343906
-12.36829 -2.49326 -779.677670576
-12.36829 -1.90661 -779.690888417
-12.36829 -1.17331 -779.704011767
-12.36829 0.0000 -779.712118374
-12.36829 1.31995 -779.701739419
-12.36829 1.90663 -779.691530627
-12.36829 2.34665 -779.682219761
-12.36829 2.78668 -779.671848741
-12.36829 3.08003 -779.664474660
-12.36829 3.52007 -779.652812679
-12.36829 3.81342 -779.644617391
-12.36829 4.10678 -779.636012898
-12.36829 4.40013 -779.626892726
-12.36829 4.54681 -779.622096719
-12.36829 4.84017 -779.611931560
-12.36829 5.13352 -779.600855334
-12.36829 5.42688 -779.588687795
-12.36829 5.57356 -779.582141768
-12.36829 5.86692 -779.568040972
-12.36829 6.16028 -779.552549606
-12.36829 6.45363 -779.535746901
-12.36829 6.74698 -779.517951643
-12.36829 7.04032 -779.499840657
-12.36829 7.33364 -779.482427003
-12.36829 7.77361 -779.459507005
-12.36829 8.36027 -779.434261654
-12.36829 9.09364 -779.405335501
-12.36829 10.12034 -779.367302394
-12.36829 11.72676 -779.321474115
-12.36829 14.33837 -779.279516544
-12.36829 21.68842 -779.104328949
-12.36829 25.31163 -779.006746281
-12.36829 34.81091 -778.833043509
-12.11140 -22.6021 -779.188998305
-12.11140 -12.1629 -779.292047634
-12.11140 -11.0003 -779.317956630
-12.11140 -10.267 -779.333185577
-12.11140 -9.82695 -779.343226224
-12.11140 -9.24031 -779.360168610
-12.11140 -8.947 -779.370968686
-12.11140 -8.50701 -779.389988667
-12.11140 -8.21366 -779.404141452
-12.11140 -7.9203 -779.419205970
-12.11140 -7.62694 -779.435038858
-12.11140 -7.48026 -779.443209339
-12.11140 -7.18691 -779.459979069
-12.11140 -6.89355 -779.477205453
-12.11140 -6.60019 -779.494717649
-12.11140 -6.30684 -779.512308727
-12.11140 -6.16016 -779.521063493
-12.11140 -5.8668 -779.538352240
-12.11140 -5.57345 -779.555159965
-12.11140 -5.28009 -779.571291377
-12.11140 -4.84006 -779.593879800
-12.11140 -4.54671 -779.607703820
-12.11140 -4.25335 -779.620468378
-12.11140 -3.81332 -779.637619382
-12.11140 -3.37329 -779.652506575
-12.11140 -2.93327 -779.665424022
-12.11140 -2.49326 -779.676770521
-12.11140 -1.90661 -779.690053938
-12.11140 -1.17331 -779.703246708
-12.11140 0.0000 -779.711354804
-12.11140 1.31995 -779.700919058
-12.11140 1.90663 -779.690660815
-12.11140 2.34665 -779.681308756
-12.11140 2.78668 -779.670887404
-12.11140 3.08003 -779.663472938
-12.11140 3.52007 -779.651735984
-12.11140 3.81342 -779.643480656
-12.11140 4.10678 -779.634806395
-12.11140 4.40013 -779.625606981
-12.11140 4.54681 -779.620767918
-12.11140 4.84017 -779.610510017
-12.11140 5.13352 -779.599334663
-12.11140 5.42688 -779.587064200
-12.11140 5.57356 -779.580465533
-12.11140 5.86692 -779.566262276
-12.11140 6.16028 -779.550674521
-12.11140 6.45363 -779.533784479
-12.11140 6.74698 -779.515913366
-12.11140 7.04032 -779.497733665
-12.11140 7.33364 -779.480259149
-12.11140 7.77361 -779.457257486
-12.11140 8.36027 -779.431941359
-12.11140 9.09364 -779.403045001
-12.11140 10.12034 -779.365258480
-12.11140 11.72676 -779.320049796
-12.11140 14.33837 -779.279022323
-12.11140 21.68842 -779.106523380
-12.11140 25.31163 -779.010931659
-12.11140 34.81091 -778.838054471
-11.86374 -22.6021 -779.199497187
-11.86374 -12.1629 -779.293811793
-11.86374 -11.0003 -779.319168421
-11.86374 -10.267 -779.334239521
-11.86374 -9.82695 -779.344269832
