rot.Traj1 P1 R
rot.Traj10 P1 R
rot.Traj100 P1 R
rot.Traj1000 P2 R
rot.Traj1001 P2 R
rot.Traj1002 P2 R
rot.Traj1003 P1 R
rot.Traj1004 P2 R
rot.Traj1005 P1 R
rot.Traj1006 P2 R
rot.Traj1008 P1 R
rot.Traj1009 P2 R
rot.Traj1010 P1 R
rot.Traj1011 P1 R
rot.Traj1012 P2 R
rot.Traj1013 P1 R
rot.Traj1015 P2 R
rot.Traj1016 P2 R
rot.Traj1017 P1 R
rot.Traj1018 P2 R
rot.Traj1019 P1 R
rot.Traj1020 P1 R
rot.Traj1021 P1 R
rot.Traj1023 P1 R
rot.Traj1024 P2 R
rot.Traj1025 P1 R
rot.Traj1026 P2 R
rot.Traj1029 P1 R
rot.Traj103 P2 R
rot.Traj1033 P1 R
rot.Traj1034 P1 R
rot.Traj1035 P1 R
rot.Traj1036 P1 R
rot.Traj1037 P1 R
rot.Traj1038 P1 R
rot.Traj1039 P1 R
rot.Traj104 P2 R
rot.Traj1040 P1 R
rot.Traj1041 P2 R
rot.Traj1042 P1 R
rot.Traj1044 P1 R
rot.Traj1045 P2 R
rot.Traj1046 P2 R
rot.Traj1047 P1 R
rot.Traj1048 P1 R
rot.Traj1049 P1 R
rot.Traj105 P2 R
rot.Traj1051 P2 R
rot.Traj1052 P2 R
rot.Traj1054 P1 R
rot.Traj1055 P1 R
rot.Traj1056 P2 R
rot.Traj1057 P2 R
rot.Traj1058 P2 R
rot.Traj1059 P1 R
rot.Traj106 P2 R
rot.Traj1061 P2 R
rot.Traj1062 P1 R
rot.Traj1063 P2 R
rot.Traj1064 P2 R
rot.Traj1065 P2 R
rot.Traj1066 P1 R
rot.Traj1067 P2 R
rot.Traj1068 P1 R
rot.Traj1069 P1 R
rot.Traj107 P1 R
rot.Traj1070 P1 R
rot.Traj1071 P2 R
rot.Traj1072 P1 R
rot.Traj1074 P1 R
rot.Traj1075 P2 R
rot.Traj1076 P2 R
rot.Traj1077 P1 R
rot.Traj1079 P2 R
rot.Traj108 P2 R
rot.Traj1080 P2 R
rot.Traj1081 P1 R
rot.Traj1082 P1 R
rot.Traj1083 P1 R
rot.Traj1084 P2 R
rot.Traj1085 P2 R
rot.Traj1086 P1 R
rot.Traj1087 P2 R
rot.Traj1088 P1 R
rot.Traj1089 P1 R
rot.Traj109 P2 R
rot.Traj1091 P1 R
rot.Traj1092 P1 R
rot.Traj1093 P2 R
rot.Traj1094 P1 R
rot.Traj1095 P2 R
rot.Traj1096 P2 R
rot.Traj1097 P1 R
rot.Traj1098 P1 R
rot.Traj11 P2 R
rot.Traj110 P2 R
rot.Traj1100 P2 R
rot.Traj1101 P1 R
rot.Traj1104 P1 R
rot.Traj1105 P2 R
rot.Traj1106 P1 R
rot.Traj1107 P2 R
rot.Traj1108 P2 R
rot.Traj1109 P1 R
rot.Traj111 P1 R
rot.Traj1111 P1 R
rot.Traj1113 P2 R
rot.Traj1114 P1 R
rot.Traj1115 P2 R
rot.Traj1117 P1 R
rot.Traj1118 P2 R
rot.Traj1119 P1 R
rot.Traj112 P1 R
rot.Traj1120 P2 R
rot.Traj1121 P1 R
rot.Traj1122 P1 R
rot.Traj1123 P1 R
rot.Traj1124 P1 R
rot.Traj1125 P2 R
rot.Traj1126 P1 R
rot.Traj1127 P1 R
rot.Traj1128 P2 R
rot.Traj1129 P2 R
rot.Traj113 P2 R
rot.Traj1132 P2 R
rot.Traj1134 P1 R
rot.Traj1135 P2 R
rot.Traj1136 P2 R
rot.Traj1137 P1 R
rot.Traj1138 P2 R
rot.Traj1139 P2 R
rot.Traj114 P2 R
rot.Traj1140 P1 R
rot.Traj1141 P1 R
rot.Traj1142 P2 R
rot.Traj1143 P1 R
rot.Traj1145 P2 R
rot.Traj1146 P1 R
rot.Traj1147 P2 R
rot.Traj1148 P1 R
rot.Traj115 P2 R
rot.Traj1150 P2 R
rot.Traj1151 P1 R
rot.Traj1152 P1 R
rot.Traj1153 P2 R
rot.Traj1154 P1 R
rot.Traj1155 P1 R
rot.Traj1156 P1 R
rot.Traj1157 P1 R
rot.Traj1158 P2 R
rot.Traj1159 P1 R
rot.Traj1160 P1 R
rot.Traj1161 P1 R
rot.Traj1162 P1 R
rot.Traj1163 P2 R
rot.Traj1164 P2 R
rot.Traj1165 P1 R
rot.Traj1166 P2 R
rot.Traj1167 P2 R
rot.Traj1168 P2 R
rot.Traj1169 P2 R
rot.Traj117 P1 R
rot.Traj1171 P1 R
rot.Traj1173 P1 R
rot.Traj1174 P2 R
rot.Traj1176 P1 R
rot.Traj1178 P1 R
rot.Traj1179 P2 R
rot.Traj118 P2 R
rot.Traj1180 P2 R
rot.Traj1182 P2 R
rot.Traj1183 P2 R
rot.Traj1184 P2 R
rot.Traj1186 P2 R
rot.Traj1187 P1 R
rot.Traj1188 P2 R
rot.Traj1189 P2 R
rot.Traj119 P1 R
rot.Traj1191 P2 R
rot.Traj1192 P2 R
rot.Traj1193 P1 R
rot.Traj1194 P1 R
rot.Traj1195 P2 R
rot.Traj1196 P2 R
rot.Traj1197 P1 R
rot.Traj1198 P2 R
rot.Traj12 P2 R
rot.Traj120 P1 R
rot.Traj1200 P2 R
rot.Traj1201 P1 R
rot.Traj1202 P1 R
rot.Traj1203 P2 R
rot.Traj1204 P1 R
rot.Traj1205 P1 R
rot.Traj1206 P1 R
rot.Traj1207 P2 R
rot.Traj1208 P1 R
rot.Traj1209 P1 R
rot.Traj1210 P1 R
rot.Traj1211 P2 R
rot.Traj1212 P1 R
rot.Traj1213 P1 R
rot.Traj1214 P1 R
rot.Traj1215 P2 R
rot.Traj1216 P2 R
rot.Traj1219 P2 R
rot.Traj122 P2 R
rot.Traj1220 P2 R
rot.Traj1221 P1 R
rot.Traj1222 P2 R
rot.Traj1223 P1 R
rot.Traj1224 P1 R
rot.Traj1225 P2 R
rot.Traj1226 P2 R
rot.Traj1227 P1 R
rot.Traj1228 P2 R
rot.Traj1229 P2 R
rot.Traj1230 P1 R
rot.Traj1231 P1 R
rot.Traj1232 P2 R
rot.Traj1233 P2 R
rot.Traj1234 P1 R
rot.Traj1235 P2 R
rot.Traj1236 P1 R
rot.Traj1237 P2 R
rot.Traj1238 P1 R
rot.Traj1239 P2 R
rot.Traj124 P1 R
rot.Traj1240 P2 R
rot.Traj1241 P2 R
rot.Traj1242 P1 R
rot.Traj1244 P1 R
rot.Traj1245 P2 R
rot.Traj1246 P1 R
rot.Traj1248 P1 R
rot.Traj1249 P1 R
rot.Traj125 P2 R
rot.Traj1250 P1 R
rot.Traj1251 P2 R
rot.Traj1252 P2 R
rot.Traj1254 P2 R
rot.Traj1255 P2 R
rot.Traj1256 P1 R
rot.Traj1257 P1 R
rot.Traj1258 P2 R
rot.Traj1259 P2 R
rot.Traj126 P2 R
rot.Traj1260 P2 R
rot.Traj1261 P1 R
rot.Traj1262 P1 R
rot.Traj1263 P1 R
rot.Traj1264 P2 R
rot.Traj1265 P2 R
rot.Traj1267 P1 R
rot.Traj1268 P1 R
rot.Traj1269 P1 R
rot.Traj1270 P1 R
rot.Traj1271 P1 R
rot.Traj1272 P2 R
rot.Traj1273 P1 R
rot.Traj1274 P1 R
rot.Traj1276 P1 R
rot.Traj1277 P1 R
rot.Traj1279 P1 R
rot.Traj128 P2 R
rot.Traj1280 P2 R
rot.Traj1282 P2 R
rot.Traj1283 P1 R
rot.Traj1284 P2 R
rot.Traj1285 P1 R
rot.Traj1286 P2 R
rot.Traj1288 P2 R
rot.Traj1289 P1 R
rot.Traj129 P1 R
rot.Traj1291 P2 R
rot.Traj1293 P1 R
rot.Traj1294 P2 R
rot.Traj1295 P2 R
rot.Traj1296 P1 R
rot.Traj1297 P2 R
rot.Traj1298 P1 R
rot.Traj1299 P1 R
rot.Traj13 P1 R
rot.Traj130 P2 R
rot.Traj1300 P2 R
rot.Traj1301 P1 R
rot.Traj1302 P2 R
rot.Traj1303 P1 R
rot.Traj1306 P1 R
rot.Traj1307 P2 R
rot.Traj1308 P1 R
rot.Traj1309 P1 R
rot.Traj131 P2 R
rot.Traj1310 P2 R
rot.Traj1311 P1 R
rot.Traj1312 P2 R
rot.Traj1315 P2 R
rot.Traj1316 P1 R
rot.Traj1317 P2 R
rot.Traj1319 P1 R
rot.Traj132 P1 R
rot.Traj1320 P2 R
rot.Traj1321 P1 R
rot.Traj1322 P1 R
rot.Traj1323 P1 R
rot.Traj1324 P2 R
rot.Traj1325 P2 R
rot.Traj1327 P1 R
rot.Traj1328 P2 R
rot.Traj1329 P2 R
rot.Traj133 P2 R
rot.Traj1330 P2 R
rot.Traj1333 P2 R
rot.Traj1334 P2 R
rot.Traj1335 P1 R
rot.Traj1336 P1 R
rot.Traj1338 P2 R
rot.Traj1339 P1 R
rot.Traj134 P2 R
rot.Traj1340 P2 R
rot.Traj1341 P1 R
rot.Traj1342 P1 R
rot.Traj1343 P2 R
rot.Traj1344 P1 R
rot.Traj1345 P1 R
rot.Traj1346 P2 R
rot.Traj1347 P2 R
rot.Traj1348 P2 R
rot.Traj1349 P1 R
rot.Traj135 P1 R
rot.Traj1350 P1 R
rot.Traj1352 P1 R
rot.Traj1353 P2 R
rot.Traj1354 P1 R
rot.Traj1355 P2 R
rot.Traj1356 P1 R
rot.Traj1357 P2 R
rot.Traj1359 P1 R
rot.Traj136 P1 R
rot.Traj1360 P2 R
rot.Traj1361 P1 R
rot.Traj1365 P2 R
rot.Traj1369 P2 R
rot.Traj1370 P2 R
rot.Traj1371 P2 R
rot.Traj1372 P1 R
