-15.51597 -19.0688 -442.226132805
-15.51597 -11.4261 -442.300207385
-15.51597 -10.138 -442.333814126
-15.51597 -9.40981 -442.354165807
-15.51597 -8.8497 -442.372545841
-15.51597 -8.34561 -442.394444483
-15.51597 -8.00955 -442.412215571
-15.51597 -7.67348 -442.431242860
-15.51597 -7.39342 -442.447133805
-15.51597 -7.11337 -442.462528962
-15.51597 -6.88932 -442.474306666
-15.51597 -6.60927 -442.488242343
-15.51597 -6.38522 -442.498735326
-15.51597 -6.10516 -442.511045290
-15.51597 -5.88112 -442.520266983
-15.51597 -5.60106 -442.531080498
-15.51597 -5.37702 -442.539209586
-15.51597 -5.09696 -442.548807773
-15.51597 -4.8169 -442.557874023
-15.51597 -4.59286 -442.564824174
-15.51597 -4.25679 -442.574884896
-15.51597 -3.97674 -442.583060859
-15.51597 -3.69668 -442.591145147
-15.51597 -3.36061 -442.600814147
-15.51597 -3.02455 -442.610451735
-15.51597 -2.63247 -442.621517398
-15.51597 -2.24039 -442.632066359
-15.51597 -1.7363 -442.644209995
-15.51597 -1.1762 -442.654802153
-15.51597 0.0000 -442.663704717
-15.51597 1.17619 -442.655726167
-15.51597 1.84831 -442.645422529
-15.51597 2.40842 -442.635507345
-15.51597 2.91251 -442.626233171
-15.51597 3.30459 -442.618759676
-15.51597 3.64066 -442.611753508
-15.51597 3.97672 -442.603530406
-15.51597 4.25678 -442.595238802
-15.51597 4.53684 -442.585323620
-15.51597 4.81689 -442.573664412
-15.51597 5.04094 -442.563101460
-15.51597 5.32099 -442.548444197
-15.51597 5.54504 -442.535621667
-15.51597 5.76908 -442.521854542
-15.51597 5.99313 -442.507135187
-15.51597 6.21717 -442.491434358
-15.51597 6.44122 -442.474678693
-15.51597 6.66527 -442.456801822
-15.51597 6.88931 -442.437725333
-15.51597 7.16937 -442.412170061
-15.51597 7.39341 -442.390464327
-15.51597 7.67347 -442.362298716
-15.51597 8.00953 -442.328661655
-15.51597 8.34559 -442.297929404
-15.51597 8.79368 -442.263677210
-15.51597 9.35379 -442.227179724
-15.51597 10.02593 -442.184748531
-15.51597 10.97812 -442.127370558
-15.51597 18.64561 -442.045999969
-11.44732 -19.0688 -442.265165375
-11.44732 -11.4261 -442.314274658
-11.44732 -10.138 -442.342289121
-11.44732 -9.40981 -442.359581118
-11.44732 -8.8497 -442.375102600
-11.44732 -8.34561 -442.393584696
-11.44732 -8.00955 -442.408624361
-11.44732 -7.67348 -442.424879187
-11.44732 -7.39342 -442.438673083
-11.44732 -7.11337 -442.452315401
-11.44732 -6.88932 -442.462988936
-11.44732 -6.60927 -442.475944984
-11.44732 -6.38522 -442.485970993
-11.44732 -6.10516 -442.498060923
-11.44732 -5.88112 -442.507379969
-11.44732 -5.60106 -442.518600887
-11.44732 -5.37702 -442.527247154
-11.44732 -5.09696 -442.537669411
-11.44732 -4.8169 -442.547692584
-11.44732 -4.59286 -442.555449055
-11.44732 -4.25679 -442.566691009
-11.44732 -3.97674 -442.575734388
-11.44732 -3.69668 -442.584507355
-11.44732 -3.36061 -442.594687948
-11.44732 -3.02455 -442.604464744
-11.44732 -2.63247 -442.615268492
-11.44732 -2.24039 -442.625258467
-11.44732 -1.7363 -442.636546172
-11.44732 -1.1762 -442.646382110
-11.44732 0.0000 -442.654071497
-11.44732 1.17619 -442.646235390
-11.44732 1.84831 -442.634727623
-11.44732 2.40842 -442.622296819
-11.44732 2.91251 -442.609086238
